Recency,Frequency,Monetary,R,F,M
23,9,8209,2,5,3
25,7,14248,2,5,5
16,4,4456,3,3,2
15,4,7023,4,3,3
24,3,969,2,2,1
31,4,1112,1,3,1
21,4,15240,2,3,5
11,6,17170,5,4,5
14,11,41510,4,5,5
21,2,8389,2,1,3
25,3,5328,2,2,2
19,2,5383,2,1,2
45,1,1633,1,1,1
24,6,9287,2,4,3
14,1,1651,4,1,1
39,4,7215,1,3,3
23,7,12379,2,5,4
27,5,5827,1,4,2
25,2,9714,2,1,4
11,5,11288,5,4,4
27,7,11098,1,5,4
24,1,4680,2,1,2
12,4,15866,5,3,5
24,4,12803,2,3,4
11,6,9000,5,4,3
10,4,10214,5,3,4
12,11,11783,5,5,4
22,5,11718,2,4,4
19,4,11158,2,3,4
14,4,17050,4,3,5
13,7,7074,4,5,3
39,2,4552,1,1,2
2,5,11726,5,4,4
13,8,15269,4,5,5
10,4,14002,5,3,5
14,3,3065,4,2,1
11,2,2022,5,1,1
23,3,9210,2,2,3
27,1,3404,1,1,1
31,1,2782,1,1,1
21,5,3995,2,4,2
18,5,4429,3,4,2
9,4,12824,5,3,4
12,4,3560,5,3,1
20,5,16031,2,4,5
13,6,2711,4,4,1
24,3,11421,2,2,4
34,3,8268,1,2,3
26,4,6537,1,3,2
12,6,15808,5,4,5
29,3,303,1,2,1
29,7,8796,1,5,3
16,4,14051,3,3,5
11,6,15977,5,4,5
16,1,2994,3,1,1
24,6,12939,2,4,4
11,5,12713,5,4,4
21,5,16572,2,4,5
10,1,3177,5,1,1
18,2,1355,3,1,1
17,6,10583,3,4,4
17,4,4039,3,3,2
14,7,15919,4,5,5
12,3,4778,5,2,2
12,5,14227,5,4,5
23,2,3974,2,1,2
14,7,10574,4,5,4
10,5,17234,5,4,5
5,6,14808,5,4,5
36,4,10654,1,3,4
45,1,2226,1,1,1
29,1,779,1,1,1
6,5,7176,5,4,3
24,5,9300,2,4,3
11,5,6095,5,4,2
27,4,22105,1,3,5
14,3,10927,4,2,4
18,2,6189,3,1,2
0,3,11405,5,2,4
17,3,9772,3,2,4
22,3,1856,2,2,1
20,2,2226,2,1,1
16,4,13434,3,3,4
20,3,7518,2,2,3
16,2,2665,3,1,1
37,1,4916,1,1,2
37,2,4194,1,1,2
12,2,7298,5,1,3
26,3,14989,1,2,5
11,9,20932,5,5,5
12,8,16186,5,5,5
26,1,7812,1,1,3
15,4,17481,4,3,5
16,6,14149,3,4,5
20,3,4736,2,2,2
20,3,7331,2,2,3
15,5,14503,4,4,5
25,4,10967,2,3,4
11,9,24852,5,5,5
11,8,11548,5,5,4
15,2,2856,4,1,1
11,3,8714,5,2,3
20,7,25885,2,5,5
12,3,5352,5,2,2
13,4,7722,4,3,3
15,5,9509,4,4,3
16,4,10937,3,3,4
11,6,14221,5,4,5
27,5,6734,1,4,3
12,8,18282,5,5,5
21,4,20137,2,3,5
17,3,5860,3,2,2
11,3,13014,5,2,4
32,4,11245,1,3,4
16,4,10519,3,3,4
15,4,10737,4,3,4
22,6,10975,2,4,4
12,4,5226,5,3,2
21,3,1832,2,2,1
14,7,20867,4,5,5
17,3,438,3,2,1
20,3,12711,2,2,4
45,1,2541,1,1,1
27,4,9480,1,3,3
25,7,14578,2,5,5
17,4,8490,3,3,3
11,4,1791,5,3,1
12,4,15791,5,3,5
25,3,10448,2,2,4
33,4,11427,1,3,4
4,2,5370,5,1,2
23,3,9862,2,2,4
24,4,7268,2,3,3
9,5,6226,5,4,2
17,4,5879,3,3,2
31,4,7731,1,3,3
14,3,7140,4,2,3
13,6,8333,4,4,3
14,2,10610,4,1,4
13,2,5670,4,1,2
22,4,10889,2,3,4
12,3,2048,5,2,1
12,7,13650,5,5,4
15,3,10145,4,2,4
12,4,2225,5,3,1
15,7,20095,4,5,5
27,4,10004,1,3,4
21,3,6484,2,2,2
22,4,15064,2,3,5
17,4,16392,3,3,5
42,2,5984,1,1,2
28,2,6370,1,1,2
11,5,20465,5,4,5
17,7,16887,3,5,5
18,3,1680,3,2,1
10,3,13024,5,2,4
10,6,10927,5,4,4
10,4,8089,5,3,3
43,1,1193,1,1,1
18,5,8894,3,4,3
20,5,7414,2,4,3
2,4,11894,5,3,4
15,7,12226,4,5,4
21,6,24548,2,4,5
12,4,16676,5,3,5
13,6,14694,4,4,5
13,5,12629,4,4,4
22,4,7897,2,3,3
19,1,1476,2,1,1
22,3,6003,2,2,2
18,2,922,3,1,1
13,6,16613,4,4,5
28,3,7173,1,2,3
11,3,2871,5,2,1
19,2,925,2,1,1
11,4,7057,5,3,3
16,2,10002,3,1,4
14,4,8530,4,3,3
12,2,7283,5,1,3
23,4,3449,2,3,1
18,5,10887,3,4,4
13,4,8269,4,3,3
16,5,13702,3,4,4
27,3,2484,1,2,1
13,4,12160,4,3,4
22,3,6058,2,2,2
29,3,7664,1,2,3
12,7,19804,5,5,5
18,6,11530,3,4,4
27,7,11130,1,5,4
40,1,4856,1,1,2
26,2,9381,1,1,3
6,5,7262,5,4,3
19,1,1226,2,1,1
19,3,3487,2,2,1
1,5,3232,5,4,1
38,2,5136,1,1,2
26,6,12111,1,4,4
11,6,22608,5,4,5
4,8,12408,5,5,4
11,7,19306,5,5,5
10,6,24111,5,4,5
45,1,766,1,1,1
15,6,7171,4,4,3
25,2,2569,2,1,1
18,4,5754,3,3,2
17,3,6370,3,2,2
12,3,8880,5,2,3
18,2,2117,3,1,1
24,3,1801,2,2,1
32,1,958,1,1,1
12,3,6972,5,2,3
12,2,5597,5,1,2
13,2,3742,4,1,1
17,4,5101,3,3,2
3,8,12141,5,5,4
14,4,3972,4,3,2
34,2,3050,1,1,1
14,10,12173,4,5,4
3,8,6934,5,5,3
20,1,2712,2,1,1
16,3,16235,3,2,5
35,4,7497,1,3,3
14,4,13253,4,3,4
35,1,1560,1,1,1
13,9,14410,4,5,5
21,6,8928,2,4,3
13,4,6180,4,3,2
16,5,13011,3,4,4
33,1,3593,1,1,1
15,6,15630,4,4,5
21,5,9125,2,4,3
25,6,9711,2,4,4
31,4,8621,1,3,3
14,6,12273,4,4,4
13,4,11969,4,3,4
4,3,6826,5,2,3
12,3,10351,5,2,4
14,9,16370,4,5,5
16,5,10736,3,4,4
9,3,7385,5,2,3
32,2,1667,1,1,1
12,4,9358,5,3,3
13,7,21862,4,5,5
23,3,3715,2,2,1
22,3,2607,2,2,1
17,6,8216,3,4,3
18,3,13127,3,2,4
20,5,15294,2,4,5
4,7,19024,5,5,5
15,4,11417,4,3,4
36,2,5052,1,1,2
15,2,6726,4,1,3
22,1,1398,2,1,1
17,3,9352,3,2,3
16,2,6547,3,1,2
15,7,19861,4,5,5
16,7,16129,3,5,5
2,4,13684,5,3,4
27,5,5005,1,4,2
16,4,9941,3,3,4
12,4,9667,5,3,4
37,4,4389,1,3,2
14,8,4831,4,5,2
14,4,9750,4,3,4
12,6,9340,5,4,3
33,3,7848,1,2,3
14,2,2951,4,1,1
25,1,2350,2,1,1
15,3,12058,4,2,4
13,4,6716,4,3,3
13,7,14639,4,5,5
2,6,24572,5,4,5
15,4,9083,4,3,3
42,3,7831,1,2,3
27,1,4942,1,1,2
36,4,4942,1,3,2
12,6,6951,5,4,3
16,2,2106,3,1,1
16,2,7730,3,1,3
27,5,5662,1,4,2
14,4,15580,4,3,5
0,3,5668,5,2,2
31,1,912,1,1,1
17,1,890,3,1,1
11,12,15243,5,5,5
42,1,1362,1,1,1
26,2,6106,1,1,2
23,3,4301,2,2,2
8,5,4867,5,4,2
26,4,7409,1,3,3
17,3,5707,3,2,2
15,5,9756,4,4,4
25,3,11756,2,2,4
31,3,10822,1,2,4
21,5,6010,2,4,2
30,4,9288,1,3,3
12,6,10858,5,4,4
11,2,2168,5,1,1
11,4,7747,5,3,3
12,4,12465,5,3,4
12,5,17687,5,4,5
7,8,10595,5,5,4
19,5,12160,2,4,4
14,2,5805,4,1,2
15,6,18745,4,4,5
28,2,3091,1,1,1
22,3,7581,2,2,3
11,5,7278,5,4,3
13,8,11770,4,5,4
11,6,9622,5,4,3
20,2,1354,2,1,1
12,2,9853,5,1,4
12,3,3328,5,2,1
11,7,16286,5,5,5
14,4,6663,4,3,3
28,3,3848,1,2,2
12,7,23585,5,5,5
14,10,13888,4,5,5
17,4,3247,3,3,1
23,6,19901,2,4,5
19,2,4048,2,1,2
20,2,4675,2,1,2
14,4,3972,4,3,2
15,5,14434,4,4,5
33,2,1959,1,1,1
20,3,2240,2,2,1
16,4,8895,3,3,3
16,10,33954,3,5,5
16,4,1571,3,3,1
22,5,17582,2,4,5
10,7,9952,5,5,4
15,8,10809,4,5,4
18,3,7215,3,2,3
16,2,2777,3,1,1
15,5,10519,4,4,4
14,1,872,4,1,1
3,3,8947,5,2,3
13,2,4579,4,1,2
15,5,10211,4,4,4
18,5,11641,3,4,4
12,6,15139,5,4,5
43,2,3419,1,1,1
9,6,21761,5,4,5
19,1,1932,2,1,1
15,3,10091,4,2,4
14,4,5838,4,3,2
24,2,12343,2,1,4
13,6,22186,4,4,5
27,1,1635,1,1,1
15,5,22947,4,4,5
12,6,17786,5,4,5
35,2,2741,1,1,1
10,3,1613,5,2,1
14,1,142,4,1,1
5,3,8931,5,2,3
16,3,11171,3,2,4
11,6,13526,5,4,4
14,2,4928,4,1,2
25,1,3924,2,1,2
21,3,6820,2,2,3
17,8,2568,3,5,1
14,5,12815,4,4,4
12,2,9901,5,1,4
23,5,15252,2,4,5
1,4,14549,5,3,5
15,6,15317,4,4,5
14,7,13606,4,5,4
11,4,8894,5,3,3
16,12,20218,3,5,5
21,10,27216,2,5,5
15,5,11930,4,4,4
17,4,7778,3,3,3
12,6,17921,5,4,5
11,3,235,5,2,1
17,4,23087,3,3,5
15,4,14504,4,3,5
17,3,9089,3,2,3
16,8,10835,3,5,4
13,9,29597,4,5,5
24,2,3274,2,1,1
16,9,9529,3,5,3
15,1,5839,4,1,2
19,4,7088,2,3,3
23,4,5942,2,3,2
14,10,5463,4,5,2
12,4,12008,5,3,4
16,8,14184,3,5,5
13,6,8644,4,4,3
14,6,11692,4,4,4
14,6,10754,4,4,4
24,3,5234,2,2,2
20,3,6330,2,2,2
17,4,5102,3,3,2
34,2,7354,1,1,3
11,7,5078,5,5,2
26,3,7333,1,2,3
24,1,3191,2,1,1
24,2,5109,2,1,2
11,1,2240,5,1,1
11,4,13787,5,3,5
7,3,4276,5,2,2
17,2,3929,3,1,2
13,3,3079,4,2,1
32,3,8441,1,2,3
28,1,3624,1,1,1
14,10,8356,4,5,3
23,3,6331,2,2,2
15,11,16333,4,5,5
15,4,11131,4,3,4
13,6,5170,4,4,2
19,8,15955,2,5,5
11,8,27609,5,5,5
36,2,6767,1,1,3
10,2,8112,5,1,3
14,4,8748,4,3,3
27,4,13125,1,3,4
14,3,12993,4,2,4
29,1,570,1,1,1
17,4,8365,3,3,3
15,7,4176,4,5,2
17,4,5476,3,3,2
12,6,10051,5,4,4
25,5,10704,2,4,4
12,6,15614,5,4,5
11,7,21366,5,5,5
16,2,2248,3,1,1
17,5,8927,3,4,3
35,1,703,1,1,1
16,3,2558,3,2,1
11,7,16531,5,5,5
31,2,1043,1,1,1
31,5,15872,1,4,5
12,5,12758,5,4,4
12,4,11156,5,3,4
2,6,7726,5,4,3
3,10,14884,5,5,5
31,3,6245,1,2,2
15,10,28142,4,5,5
15,5,14310,4,4,5
25,4,5100,2,3,2
23,3,12065,2,2,4
22,6,21179,2,4,5
15,11,22113,4,5,5
12,7,21951,5,5,5
10,6,8007,5,4,3
23,3,5969,2,2,2
12,9,10935,5,5,4
19,3,14790,2,2,5
11,2,2623,5,1,1
19,4,1567,2,3,1
18,5,6895,3,4,3
43,1,207,1,1,1
12,7,19470,5,5,5
27,3,7814,1,2,3
16,3,5828,3,2,2
19,4,9123,2,3,3
21,3,8772,2,2,3
16,8,19733,3,5,5
13,5,24461,4,4,5
11,4,2475,5,3,1
26,3,11456,1,2,4
22,2,1764,2,1,1
13,5,8344,4,4,3
11,6,15947,5,4,5
23,6,9310,2,4,3
12,8,16224,5,5,5
1,3,6122,5,2,2
24,2,7900,2,1,3
16,4,8132,3,3,3
21,3,4121,2,2,2
12,3,7554,5,2,3
26,7,13487,1,5,4
20,2,4604,2,1,2
15,2,7907,4,1,3
11,1,7458,5,1,3
33,1,1825,1,1,1
13,6,14640,4,4,5
24,3,3150,2,2,1
12,5,8977,5,4,3
13,3,6676,4,2,3
36,5,97,1,4,1
17,8,4484,3,5,2
15,3,14360,4,2,5
24,4,12882,2,3,4
16,2,4910,3,1,2
19,5,13330,2,4,4
24,2,10070,2,1,4
34,2,4738,1,1,2
9,3,4853,5,2,2
17,3,1647,3,2,1
11,5,14298,5,4,5
29,6,17139,1,4,5
17,4,12509,3,3,4
15,1,2249,4,1,1
35,1,3381,1,1,1
11,5,12377,5,4,4
25,2,6856,2,1,3
24,4,9890,2,3,4
16,1,4541,3,1,2
14,7,3995,4,5,2
15,6,8975,4,4,3
13,3,4751,4,2,2
17,3,3828,3,2,2
13,6,15113,4,4,5
44,2,2026,1,1,1
28,4,5620,1,3,2
27,5,7509,1,4,3
13,5,6094,4,4,2
22,4,5782,2,3,2
22,6,30482,2,4,5
22,6,2661,2,4,1
23,7,14977,2,5,5
13,6,17988,4,4,5
21,5,16937,2,4,5
12,4,5471,5,3,2
18,6,9430,3,4,3
18,7,24115,3,5,5
16,8,22954,3,5,5
34,5,10731,1,4,4
46,1,791,1,1,1
14,3,13210,4,2,4
19,8,8572,2,5,3
17,3,8813,3,2,3
24,5,6546,2,4,2
11,2,5260,5,1,2
11,4,11658,5,3,4
13,3,5496,4,2,2
18,3,5281,3,2,2
0,4,3540,5,3,1
20,7,5028,2,5,2
17,4,10624,3,3,4
14,5,9016,4,4,3
15,6,13949,4,4,5
31,3,9088,1,2,3
13,3,9873,4,2,4
12,6,8743,5,4,3
7,6,13148,5,4,4
34,3,12579,1,2,4
11,5,13516,5,4,4
17,5,7416,3,4,3
13,4,6519,4,3,2
12,5,5330,5,4,2
25,4,7527,2,3,3
19,2,3608,2,1,1
23,3,5038,2,2,2
12,4,7116,5,3,3
29,2,3654,1,1,1
12,5,14881,5,4,5
23,5,15550,2,4,5
18,2,8781,3,1,3
18,4,8205,3,3,3
19,5,15340,2,4,5
16,2,4511,3,1,2
33,1,371,1,1,1
20,4,7754,2,3,3
24,3,2576,2,2,1
19,5,13688,2,4,4
14,2,2427,4,1,1
2,3,12303,5,2,4
13,6,17763,4,4,5
15,6,20625,4,4,5
47,1,1994,1,1,1
27,1,2344,1,1,1
15,8,13143,4,5,4
3,2,5475,5,1,2
23,3,10645,2,2,4
16,3,1571,3,2,1
36,1,1093,1,1,1
12,4,11778,5,3,4
23,2,5927,2,1,2
25,9,7504,2,5,3
12,6,6165,5,4,2
39,3,4482,1,2,2
13,3,4126,4,2,2
15,7,10968,4,5,4
29,3,9504,1,2,3
34,3,4144,1,2,2
21,4,8375,2,3,3
13,2,4713,4,1,2
14,3,8620,4,2,3
24,3,12594,2,2,4
42,2,3968,1,1,2
14,4,5131,4,3,2
17,6,14558,3,4,5
13,5,5973,4,4,2
13,11,29264,4,5,5
12,7,15768,5,5,5
8,4,10696,5,3,4
19,2,2234,2,1,1
33,1,5657,1,1,2
21,4,6351,2,3,2
24,7,16190,2,5,5
11,7,13864,5,5,5
12,3,2165,5,2,1
43,1,4969,1,1,2
15,7,7862,4,5,3
12,6,8479,5,4,3
23,3,4204,2,2,2
20,3,4666,2,2,2
14,4,7092,4,3,3
20,4,12408,2,3,4
27,4,14744,1,3,5
17,7,9068,3,5,3
21,3,7199,2,2,3
13,8,19865,4,5,5
10,4,15052,5,3,5
35,1,3189,1,1,1
4,2,6653,5,1,3
25,4,16263,2,3,5
10,1,1047,5,1,1
21,3,948,2,2,1
25,2,7305,2,1,3
6,7,13763,5,5,5
8,3,3655,5,2,1
23,7,10193,2,5,4
12,5,15657,5,4,5
17,9,31336,3,5,5
18,4,6515,3,3,2
18,2,6930,3,1,3
14,9,14003,4,5,5
29,3,3177,1,2,1
32,2,3663,1,1,1
14,2,4839,4,1,2
13,6,14243,4,4,5
30,2,2539,1,1,1
13,6,15611,4,4,5
25,3,7627,2,2,3
15,7,20024,4,5,5
0,4,4837,5,3,2
6,8,25431,5,5,5
22,6,9830,2,4,4
13,3,15213,4,2,5
12,3,8565,5,2,3
12,7,20418,5,5,5
12,7,3261,5,5,1
29,3,15160,1,2,5
15,4,14990,4,3,5
18,2,2728,3,1,1
26,6,21546,1,4,5
27,3,8248,1,2,3
14,4,10730,4,3,4
17,3,7298,3,2,3
11,6,13164,5,4,4
26,1,4601,1,1,2
15,5,12519,4,4,4
13,4,10728,4,3,4
19,3,5460,2,2,2
15,5,3490,4,4,1
34,2,4234,1,1,2
12,7,13169,5,5,4
12,5,14937,5,4,5
22,1,2874,2,1,1
33,5,8744,1,4,3
7,2,3719,5,1,1
15,2,8129,4,1,3
15,3,6602,4,2,2
14,7,10620,4,5,4
14,5,12030,4,4,4
27,3,5560,1,2,2
18,1,1518,3,1,1
12,1,1989,5,1,1
15,3,2685,4,2,1
12,7,1861,5,5,1
37,1,5541,1,1,2
3,6,15057,5,4,5
24,5,7399,2,4,3
5,6,15241,5,4,5
40,3,4078,1,2,2
19,4,8784,2,3,3
16,7,16231,3,5,5
18,2,12476,3,1,4
28,6,15121,1,4,5
13,7,5880,4,5,2
22,5,12473,2,4,4
14,3,6517,4,2,2
6,6,19446,5,4,5
18,3,5299,3,2,2
18,7,2132,3,5,1
17,1,722,3,1,1
4,3,6674,5,2,3
24,8,21788,2,5,5
26,5,19840,1,4,5
19,1,709,2,1,1
1,6,7767,5,4,3
22,7,7285,2,5,3
26,1,4326,1,1,2
13,8,14992,4,5,5
22,6,8424,2,4,3
14,5,11840,4,4,4
36,1,1717,1,1,1
11,6,6997,5,4,3
26,2,2834,1,1,1
20,3,8998,2,2,3
27,7,8329,1,5,3
17,3,15421,3,2,5
12,4,14931,5,3,5
24,2,4096,2,1,2
11,6,11276,5,4,4
23,4,1891,2,3,1
16,7,8790,3,5,3
5,5,19839,5,4,5
13,4,15630,4,3,5
12,3,10658,5,2,4
15,7,14019,4,5,5
14,6,12705,4,4,4
15,5,1910,4,4,1
13,8,18560,4,5,5
11,5,17229,5,4,5
15,5,9861,4,4,4
24,5,13326,2,4,4
20,5,14188,2,4,5
14,6,11931,4,4,4
40,4,2126,1,3,1
11,5,4260,5,4,2
12,3,198,5,2,1
15,4,14732,4,3,5
22,2,3145,2,1,1
19,5,9879,2,4,4
39,3,1989,1,2,1
14,3,11846,4,2,4
32,3,2770,1,2,1
17,4,10363,3,3,4
23,1,4075,2,1,2
11,8,3341,5,5,1
15,8,18787,4,5,5
8,2,6487,5,1,2
26,6,6572,1,4,2
19,3,7206,2,2,3
19,3,9676,2,2,4
14,5,10255,4,4,4
5,5,12237,5,4,4
38,1,2469,1,1,1
13,6,10073,4,4,4
15,2,7178,4,1,3
24,4,7902,2,3,3
11,4,11792,5,3,4
33,6,14439,1,4,5
11,6,16151,5,4,5
34,4,7994,1,3,3
9,3,8732,5,2,3
11,6,17089,5,4,5
25,3,6601,2,2,2
17,4,6768,3,3,3
11,2,4124,5,1,2
16,8,3794,3,5,1
26,2,4277,1,1,2
28,4,12539,1,3,4
12,12,13802,5,5,5
11,2,1721,5,1,1
12,3,11152,5,2,4
14,5,6402,4,4,2
19,3,1718,2,2,1
9,3,3010,5,2,1
7,6,10867,5,4,4
23,4,10360,2,3,4
11,5,14251,5,4,5
13,3,7752,4,2,3
18,2,6957,3,1,3
12,5,9672,5,4,4
12,3,1268,5,2,1
22,5,12205,2,4,4
28,3,2371,1,2,1
20,4,7676,2,3,3
44,1,692,1,1,1
28,3,5821,1,2,2
21,6,20076,2,4,5
14,8,19091,4,5,5
11,5,6517,5,4,2
20,5,3880,2,4,2
15,7,5008,4,5,2
19,7,4467,2,5,2
21,7,19086,2,5,5
9,9,11143,5,5,4
12,4,3980,5,3,2
16,4,2561,3,3,1
32,2,3937,1,1,2
12,5,7525,5,4,3
10,2,2322,5,1,1
28,3,640,1,2,1
14,3,11208,4,2,4
10,5,11951,5,4,4
15,3,10864,4,2,4
11,6,12372,5,4,4
29,2,6057,1,1,2
9,7,13290,5,5,4
5,4,13888,5,3,5
21,2,3383,2,1,1
17,3,4461,3,2,2
33,1,934,1,1,1
13,3,10203,4,2,4
23,5,10480,2,4,4
18,2,7447,3,1,3
11,8,14494,5,5,5
11,7,17988,5,5,5
7,4,4813,5,3,2
13,3,7098,4,2,3
21,2,2138,2,1,1
15,5,4022,4,4,2
16,5,15684,3,4,5
21,2,1298,2,1,1
12,7,3622,5,5,1
43,2,5443,1,1,2
34,2,1430,1,1,1
24,4,6539,2,3,2
18,7,11350,3,5,4
25,5,7826,2,4,3
32,4,4070,1,3,2
16,4,17435,3,3,5
40,1,3257,1,1,1
12,7,13326,5,5,4
17,5,18293,3,4,5
15,6,5006,4,4,2
13,3,8378,4,2,3
11,7,10423,5,5,4
16,3,2191,3,2,1
19,5,2401,2,4,1
12,5,7247,5,4,3
16,3,6353,3,2,2
20,7,17541,2,5,5
18,2,5971,3,1,2
11,5,8884,5,4,3
16,2,1719,3,1,1
34,3,808,1,2,1
4,9,35861,5,5,5
19,4,4550,2,3,2
12,5,14989,5,4,5
16,2,5265,3,1,2
14,5,15736,4,4,5
12,4,5448,5,3,2
19,4,7809,2,3,3
30,2,8601,1,1,3
13,6,4043,4,4,2
4,4,17190,5,3,5
15,4,5732,4,3,2
12,6,4910,5,4,2
12,9,13215,5,5,4
15,5,5434,4,4,2
11,6,21705,5,4,5
17,3,9954,3,2,4
23,1,7094,2,1,3
19,3,10433,2,2,4
13,5,11179,4,4,4
20,4,13773,2,3,5
32,4,8648,1,3,3
10,4,1289,5,3,1
15,4,17415,4,3,5
20,2,6687,2,1,3
15,7,13482,4,5,4
39,1,1453,1,1,1
16,3,5466,3,2,2
9,5,9111,5,4,3
20,3,6427,2,2,2
15,3,7630,4,2,3
35,2,8227,1,1,3
19,6,4499,2,4,2
24,2,3045,2,1,1
20,4,5186,2,3,2
30,3,6101,1,2,2
13,5,18340,4,4,5
27,3,3321,1,2,1
32,4,7951,1,3,3
14,8,17251,4,5,5
22,2,6025,2,1,2
26,2,3491,1,1,1
20,3,224,2,2,1
23,2,2645,2,1,1
13,5,1942,4,4,1
18,7,12625,3,5,4
14,7,9212,4,5,3
16,4,7239,3,3,3
18,3,4084,3,2,2
24,4,6816,2,3,3
13,7,12002,4,5,4
12,2,2380,5,1,1
18,3,4034,3,2,2
4,6,9694,5,4,4
6,4,16940,5,3,5
20,4,1941,2,3,1
13,2,6659,4,1,3
25,1,7541,2,1,3
20,4,3377,2,3,1
21,7,12155,2,5,4
21,2,3432,2,1,1
14,8,12698,4,5,4
11,4,4089,5,3,2
15,7,11188,4,5,4
17,6,15883,3,4,5
1,7,16289,5,5,5
17,3,4615,3,2,2
5,4,12484,5,3,4
31,2,2612,1,1,1
41,2,5958,1,1,2
17,6,9528,3,4,3
21,1,4491,2,1,2
26,5,15097,1,4,5
28,3,10219,1,2,4
17,6,18550,3,4,5
10,8,17047,5,5,5
11,6,17622,5,4,5
12,3,5039,5,2,2
19,2,2435,2,1,1
28,3,3817,1,2,2
21,4,13089,2,3,4
12,8,12777,5,5,4
32,4,1947,1,3,1
27,1,226,1,1,1
21,1,2519,2,1,1
17,4,14103,3,3,5
45,1,1040,1,1,1
15,3,1412,4,2,1
4,4,15376,5,3,5
20,2,2789,2,1,1
13,7,3889,4,5,2
11,5,9312,5,4,3
24,5,5295,2,4,2
38,1,3049,1,1,1
16,6,9655,3,4,4
12,5,4464,5,4,2
24,2,1173,2,1,1
46,1,892,1,1,1
17,3,16576,3,2,5
30,5,5543,1,4,2
14,3,5375,4,2,2
14,9,11094,4,5,4
13,2,4360,4,1,2
11,2,1762,5,1,1
13,3,9841,4,2,4
14,2,6112,4,1,2
1,6,17151,5,4,5
30,2,11682,1,1,4
13,6,19206,4,4,5
27,2,6678,1,1,3
10,4,7856,5,3,3
16,9,7948,3,5,3
12,4,11416,5,3,4
18,4,15552,3,3,5
13,4,7220,4,3,3
11,2,10041,5,1,4
11,6,2976,5,4,1
24,3,8044,2,2,3
17,4,16020,3,3,5
22,2,1405,2,1,1
35,3,486,1,2,1
26,5,9466,1,4,3
13,3,7414,4,2,3
15,6,20383,4,4,5
0,3,6341,5,2,2
7,6,9662,5,4,4
22,2,1918,2,1,1
14,4,3413,4,3,1
22,3,3506,2,2,1
16,6,8228,3,4,3
11,4,14255,5,3,5
27,1,3885,1,1,2
25,5,6543,2,4,2
17,5,12328,3,4,4
13,2,4797,4,1,2
35,1,1346,1,1,1
15,6,13055,4,4,4
24,5,4497,2,4,2
24,1,3916,2,1,2
22,5,7669,2,4,3
14,4,6890,4,3,3
10,3,7117,5,2,3
24,2,4821,2,1,2
16,5,20349,3,4,5
4,2,2374,5,1,1
5,3,9885,5,2,4
9,8,6008,5,5,2
24,2,5215,2,1,2
14,4,9685,4,3,4
3,5,8817,5,4,3
10,5,10580,5,4,4
14,3,3794,4,2,1
29,2,2138,1,1,1
6,4,11633,5,3,4
14,6,12779,4,4,4
29,1,580,1,1,1
13,3,5513,4,2,2
5,6,18106,5,4,5
4,7,19725,5,5,5
28,2,2711,1,1,1
25,2,3194,2,1,1
22,3,7262,2,2,3
15,6,24424,4,4,5
39,2,10632,1,1,4
14,4,7500,4,3,3
17,5,21004,3,4,5
20,6,15556,2,4,5
23,8,14696,2,5,5
14,1,6027,4,1,2
21,4,7817,2,3,3
11,4,3807,5,3,1
17,2,4035,3,1,2
28,6,16925,1,4,5
17,4,4833,3,3,2
15,8,10340,4,5,4
11,5,15666,5,4,5
16,4,27674,3,3,5
12,4,4713,5,3,2
15,4,16419,4,3,5
12,5,14979,5,4,5
19,6,4549,2,4,2
12,3,5519,5,2,2
25,3,5281,2,2,2
16,6,10216,3,4,4
17,8,17067,3,5,5
29,5,3003,1,4,1
38,1,1935,1,1,1
16,6,24442,3,4,5
17,3,2201,3,2,1
18,7,16356,3,5,5
11,6,16383,5,4,5
13,8,10708,4,5,4
11,6,7732,5,4,3
15,3,9441,4,2,3
13,1,1425,4,1,1
13,8,12187,4,5,4
34,1,2945,1,1,1
22,4,14686,2,3,5
37,1,545,1,1,1
34,3,6376,1,2,2
41,1,1476,1,1,1
17,2,2934,3,1,1
29,1,1534,1,1,1
12,2,9701,5,1,4
21,5,12704,2,4,4
14,4,18357,4,3,5
2,2,3258,5,1,1
16,4,5569,3,3,2
18,3,1281,3,2,1
12,3,5614,5,2,2
33,3,17319,1,2,5
28,1,2735,1,1,1
12,4,13822,5,3,5
38,3,5848,1,2,2
15,5,15944,4,4,5
33,2,3886,1,1,2
24,4,6326,2,3,2
11,8,6148,5,5,2
18,3,4593,3,2,2
10,4,9921,5,3,4
19,5,16684,2,4,5
20,7,12124,2,5,4
12,11,28651,5,5,5
21,5,4303,2,4,2
15,4,7890,4,3,3
28,1,544,1,1,1
7,5,10906,5,4,4
13,4,6038,4,3,2
39,1,1509,1,1,1
12,4,4789,5,3,2
22,7,11654,2,5,4
21,4,10025,2,3,4
23,2,8550,2,1,3
15,4,17741,4,3,5
24,3,8254,2,2,3
31,4,8296,1,3,3
38,1,804,1,1,1
13,6,12210,4,4,4
0,2,5088,5,1,2
15,8,17784,4,5,5
40,2,7212,1,1,3
19,4,4891,2,3,2
10,6,11446,5,4,4
15,6,1614,4,4,1
11,4,3267,5,3,1
14,6,5154,4,4,2
11,3,4559,5,2,2
15,11,17439,4,5,5
28,3,10145,1,2,4
35,1,2309,1,1,1
15,3,2983,4,2,1
14,1,729,4,1,1
43,2,2963,1,1,1
15,4,16693,4,3,5
21,5,5844,2,4,2
